;entrydate;title;gender;city;age;salary;experience;last_job;updated;link
352;08.04.2020;Резюме Менеджер по продажам наград и сувениров;Мужчина;Москва;56;70;27;"ЗАО ""Спортзнак""";08.04.2020;https://hh.ru/resume/83653e4b000408b1600039ed1f46716d665530
353;08.04.2020;Резюме Руководитель отдела продаж;Мужчина;Москва;37;120;12;AVA Group;08.04.2020;https://hh.ru/resume/4ebb7f7d0007b9c0270039ed1f6b7638613175
354;08.04.2020;Резюме Супервайзер отдела продаж, руководитель отдела продаж, директор в розницу;Мужчина;Вологда;32;50;11;ИП Сивов Иван Николаевич;08.04.2020;https://hh.ru/resume/8933b7cc00021b93e40039ed1f50675a4d3938
355;08.04.2020;Резюме Менеджер, помощник, администратор, оператор;Женщина;Санкт-Петербург;21;35;null;ООО Иней;08.04.2020;https://hh.ru/resume/d56afdeb0003468dd90039ed1f344f496e6132
356;08.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Москва;29;50;9;М.Видео;08.04.2020;https://hh.ru/resume/79b7564800010573840039ed1f71526c687643
357;08.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Ростов-на-Дону;30;60;9;ООО Южная Соковая Компания;08.04.2020;https://hh.ru/resume/2f820eae0002ea2b730039ed1f7a6254775862
358;08.04.2020;Резюме Менеджер по сопровождению и развитию продаж;Женщина;Екатеринбург;33;50;12;Упаковка для бизнеса (U2B group);08.04.2020;https://hh.ru/resume/9e2d79dc0005e22b860039ed1f6a3958736462
359;08.04.2020;Резюме Менеджер/торговый представитель;Мужчина;Невинномысск;24;40;null;ООО Сантехторг;08.04.2020;https://hh.ru/resume/7f08c7aa0007c6012b0039ed1f466b344d6432
360;08.04.2020;Резюме Менеджер;Мужчина;Москва;33;60;15;LiVEee;08.04.2020;https://hh.ru/resume/f3f57f360002da70240039ed1f48576a496f77
361;08.04.2020;Резюме Руководитель направления продаж;Мужчина;Москва;27;160;6;Банк Сфера;08.04.2020;https://hh.ru/resume/36940cd3000189c7e70039ed1f6c6f6b663359
362;08.04.2020;Резюме Менеджер по оптовым продажам;Мужчина;Москва;38;60;18;ООО Люкс Кейс;08.04.2020;https://hh.ru/resume/11e546c100025b93970039ed1f49424b4a6150
363;08.04.2020;Резюме Торговый представитель;Женщина;Королев;25;50;null;АО ?РН-Москва?;08.04.2020;https://hh.ru/resume/5c7d38270007e68b370039ed1f364b63773062
364;08.04.2020;Резюме Начальник отдела продаж, менеджер по продажам, развитию. Руководитель филиала: мебель, недвижимость.;Женщина;Самара;41;50;17;Lorena, Компания;08.04.2020;https://hh.ru/resume/e455d9490003ff70410039ed1f4e4d516c4153
365;08.04.2020;Резюме Администратор ;Женщина;Москва;21;50;null;Мода пер Бамбини, ООО;08.04.2020;https://hh.ru/resume/c0e7a48d0003cad17f0039ed1f6250537a7879
366;08.04.2020;Резюме Торговый представитель;Мужчина;Москва;60;60;13;"ООО ""Морской Каприз""";08.04.2020;https://hh.ru/resume/4a6f440000051ddf240039ed1f71497a73446b
367;08.04.2020;Резюме руководитель отдела продаж;Женщина;Москва;33;150;6;ООО ?Технологии скоринга?  г. Москва;08.04.2020;https://hh.ru/resume/1b304c3500074ed34a0039ed1f68547955366d
368;08.04.2020;Резюме оператор 1С  8.3 УТ 11.4(ЕГАИС), помощник менеджера;Мужчина;Москва;50;35;13;ООО Бирдилер;08.04.2020;https://hh.ru/resume/4744cc840005dd64270039ed1f356559354444
369;08.04.2020;Резюме Ведущий менеджер по продажам и закупкам;Мужчина;Москва;41;100;17;ООО Лацио;08.04.2020;https://hh.ru/resume/12799d2700072c4e540039ed1f486e76387043
370;08.04.2020;Резюме Торговый представитель;Женщина;Кыштым;29;40;9;Форпост, ООО;08.04.2020;https://hh.ru/resume/b15ba9bf0002532d270039ed1f476e7a317a36
371;08.04.2020;Резюме Менеджер по продажам;Женщина;Москва;36;90;11;S.A.W.S. Moto UG, Клеве, Германия;08.04.2020;https://hh.ru/resume/9c8684540007b272110039ed1f63624e563357
372;08.04.2020;Резюме Менеджер по развитию;Мужчина;Санкт-Петербург;28;50;6;"ООО ?Альфарешение""";08.04.2020;https://hh.ru/resume/edecc76a0002378c660039ed1f786b30793367
373;08.04.2020;Резюме Ведущий менеджер по оптовым продажам и ключевым клиентам;Мужчина;Иркутск;33;60;11;Калео Трейд, ООО (Москва);08.04.2020;https://hh.ru/resume/81326d9c0007617f5e0039ed1f615a38626e5a
374;08.04.2020;Резюме Региональный представитель по продажам;Мужчина;Казань;31;70;14;ТрансТехСервис, УК;08.04.2020;https://hh.ru/resume/e27ee91b0000c5272a0039ed1f31726e396b56
375;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;35;120;11;ТНГ ГРУПП;08.04.2020;https://hh.ru/resume/ba7400c10007b894c70039ed1f675a43467a34
376;08.04.2020;Резюме Менеджер по продажам;Мужчина;Санкт-Петербург;23;50;null;"Салон света ""Республика света""";08.04.2020;https://hh.ru/resume/536f38bd0006835a2a0039ed1f79516d7a3363
377;08.04.2020;Резюме Торговый представитель/Менеджер по продажам;Мужчина;Москва;28;75;9;НЕЛТ;08.04.2020;https://hh.ru/resume/d3e97f8a00020a5be70039ed1f4661506d4e36
378;08.04.2020;Резюме Менеджер стационарный отдела клининга;Мужчина;Москва;51;70;15;"ООО""Фирма""Промстройкомплект""";08.04.2020;https://hh.ru/resume/1d3f46c6000734c2270039ed1f764a6d445363
379;08.04.2020;Резюме Менеджер по продажам;Женщина;Санкт-Петербург;27;45;8;"ООО ?Торговый дом ГЕРМЕС""";08.04.2020;https://hh.ru/resume/a6d58ba200075aff740039ed1f65387976444b
380;08.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Владимир;35;60;null;Смарт;08.04.2020;https://hh.ru/resume/587a666300025c2aa10039ed1f5a73547a4261
381;08.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Хабаровск;46;60;16;"ООО ГК ""СТК""";08.04.2020;https://hh.ru/resume/0390a75b000597b24e0039ed1f7a6a4d734b31
382;08.04.2020;Резюме Региональный/Территориальный менеджер;Мужчина;Краснодар;57;80;null;"ООО ""Новая Компания"" (КФ Шоколатье)";08.04.2020;https://hh.ru/resume/131c6eec00008d17450039ed1f736563726574
383;08.04.2020;Резюме Торговый представитель;Женщина;Пятигорск;41;50;16;X5 RETAIL GROUP;08.04.2020;https://hh.ru/resume/15ca890c0007d40dbb0039ed1f6c355a44456a
384;08.04.2020;Резюме Специалист по обеспечению сбыта,водитель-экспедитор;Мужчина;Ярославль;57;40;19;"ООО ""РЕПАРТ""";08.04.2020;https://hh.ru/resume/711e28a800069a23b60039ed1f667a7a356a47
385;08.04.2020;Резюме Менеджер по продажам/Торговый представитель;Мужчина;Москва;29;80;7;"Автосалон ""Альтера""";08.04.2020;https://hh.ru/resume/56477b4e0000a16e210039ed1f736563726574
386;08.04.2020;Резюме Продавец садовой техники-электроинструментов;Мужчина;Москва;38;50;13;ООО БКР ;08.04.2020;https://hh.ru/resume/277df0ed0007da8be80039ed1f6c454d546a59
387;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Тюмень;21;40;null;Русский свет, ООО;08.04.2020;https://hh.ru/resume/adff660900032fb41e0039ed1f53684a595439
388;08.04.2020;Резюме Инженер по промышленой теплоэнергетике;Мужчина;Набережные Челны;33;43;8;МегаФон, ПАО;08.04.2020;https://hh.ru/resume/341264270000ba92d90039ed1f736563726574
389;08.04.2020;Резюме Менеджер по продажам оборудования;Мужчина;Москва;34;150;15;"ООО ""Планета Рекламы""";08.04.2020;https://hh.ru/resume/bc7da22c0007d358d20039ed1f634a65763062
390;08.04.2020;Резюме Менеджер;Женщина;Санкт-Петербург;23;40;null;ЕВРОАВТО;08.04.2020;https://hh.ru/resume/d83b347f0006dac1e70039ed1f466638754145
391;08.04.2020;Резюме Менеджер по продажам;Мужчина;Новосибирск;33;50;6;Металайн Групп;08.04.2020;https://hh.ru/resume/8939199d00025b0eff0039ed1f414b41557048
392;08.04.2020;Резюме Менеджер;Мужчина;Новосибирск;36;40;13;"ООО ""АВТОПРОФИ""";08.04.2020;https://hh.ru/resume/75f6d5190004032bd90039ed1f6856394a5254
393;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;39;65;12;БЕСТ-Недвижимость;08.04.2020;https://hh.ru/resume/fd832f250004e50fe60039ed1f47676946316d
394;08.04.2020;Резюме Менеджер по продаже коммерческой недвижимости;Мужчина;Санкт-Петербург;28;150;8;ГК Деловая связь;08.04.2020;https://hh.ru/resume/070986560007d0ce9d0039ed1f454353434d72
395;08.04.2020;Резюме Региональный менеджер;Мужчина;Тюмень;30;70;8;ПромИнжиниринг;08.04.2020;https://hh.ru/resume/bfcf620500067cd5440039ed1f4f474c397770
396;08.04.2020;Резюме Менеджер;Мужчина;Грозный;21;50;null;Связной;08.04.2020;https://hh.ru/resume/6bf420f000056c31ef0039ed1f356a746e7a41
397;08.04.2020;Резюме Администратор / Хостес / Продавец;Женщина;Москва;25;45;6;Кальянная;08.04.2020;https://hh.ru/resume/3a91b73e0007269fd70039ed1f44544c386934
398;08.04.2020;Резюме Администратор / Хостес / Продавец;Женщина;Москва;25;45;6;Кальянная;08.04.2020;https://hh.ru/resume/3a91b73e0007269fd70039ed1f44544c386934
399;08.04.2020;Резюме Торговый представитель;Мужчина;Югорск;31;50;6;Philip morris international;08.04.2020;https://hh.ru/resume/b3e887f400073a49a00039ed1f616d36615061
